Number,CraftType,RecipeLevelTable,ItemResult,AmountResult,ItemIngredient0,AmountIngredient0,ItemIngredient1,AmountIngredient1,ItemIngredient2,AmountIngredient2,ItemIngredient3,AmountIngredient3,ItemIngredient4,AmountIngredient4,ItemIngredient5,AmountIngredient5,ItemIngredient6,AmountIngredient6,ItemIngredient7,AmountIngredient7,ItemIngredient8,AmountIngredient8,ItemIngredient9,AmountIngredient9,IsSecondary,MaterialQualityFactor,DifficultyFactor,QualityFactor,DurabilityFactor,RequiredCraftsmanship,RequiredControl,QuickSynthCraftsmanship,QuickSynthControl,SecretRecipeBook,Quest,CanQuickSynth,CanHq,ExpRewarded,StatusRequired,ItemRequired,IsSpecializationRequired,IsExpert,PatchNumber
11598,2,390,25648,1,27706,2,27745,1,19996,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12859,4,390,25649,1,27738,3,27745,1,19975,1,19942,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11606,2,390,25650,1,27706,2,27707,1,19996,1,5510,1,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11599,2,390,25651,1,27706,2,27707,1,19980,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15767,3,390,25652,1,27707,2,27745,1,19963,1,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14273,5,390,25653,1,27745,3,27738,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12851,4,390,25654,1,27738,2,27745,1,19942,1,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12860,4,390,25655,1,27738,3,27745,1,27746,1,19942,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12861,4,390,25656,1,27738,2,27745,1,19942,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11600,2,390,25657,1,27706,2,27707,1,19980,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14267,5,390,25658,1,27745,2,27738,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14274,5,390,25659,1,27745,3,27738,1,19975,1,12544,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14281,5,390,25660,1,27745,2,19967,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14283,5,390,25661,1,27745,3,19967,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12862,4,390,25662,1,27738,2,27745,1,19975,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11601,2,390,25663,1,27706,2,27707,1,19980,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14268,5,390,25664,1,27745,2,27738,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14276,5,390,25665,1,27745,3,27738,1,19975,1,12545,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14282,5,390,25666,1,27745,2,19967,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14285,5,390,25667,1,27745,3,19967,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12864,4,390,25668,1,27738,2,27745,1,19975,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11603,2,390,25669,1,27706,2,27707,1,19980,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11596,2,390,25670,1,27706,2,27707,1,19980,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14275,5,390,25671,1,27745,3,27738,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12852,4,390,25672,1,27738,2,27745,1,19942,1,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14284,5,390,25673,1,27745,3,27738,1,27746,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12863,4,390,25674,1,27738,2,27745,1,19942,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11602,2,390,25675,1,27706,2,27707,1,19980,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14270,5,390,25676,1,27745,2,27738,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14278,5,390,25677,1,27745,3,27738,1,19975,1,12545,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12854,4,390,25678,1,27738,2,27745,1,19975,1,19942,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14287,5,390,25679,1,27745,3,27738,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12866,4,390,25680,1,27738,2,27745,1,19975,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11605,2,390,25681,1,27706,2,27707,1,19980,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14269,5,390,25682,1,27745,2,27738,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14277,5,390,25683,1,27745,3,27738,1,19975,1,12544,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12853,4,390,25684,1,27738,2,27745,1,19975,1,19942,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14286,5,390,25685,1,27745,3,27738,1,19975,1,19942,1,0,0,0,0,0,0,0,0,12,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12865,4,390,25686,1,27738,2,27745,1,19975,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11604,2,390,25687,1,27706,2,27707,1,19980,1,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15768,3,390,25688,1,27707,1,27720,1,19942,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15769,3,390,25689,1,27707,1,27720,1,19942,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15770,3,390,25690,1,27707,1,27720,1,19942,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15772,3,390,25691,1,27707,1,27720,1,19942,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15771,3,390,25692,1,27707,1,27720,1,19942,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15773,3,390,25693,1,27707,1,27720,1,19975,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15774,3,390,25694,1,27707,1,27720,1,19975,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15775,3,390,25695,1,27707,1,27720,1,19975,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15777,3,390,25696,1,27707,1,27720,1,19975,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15776,3,390,25697,1,27707,1,27720,1,19975,1,12518,1,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15778,3,390,25698,1,27707,2,19997,1,27798,1,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15779,3,390,25699,1,27707,2,19997,1,27798,1,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15780,3,390,25700,1,27707,2,19997,1,27798,1,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15782,3,390,25701,1,27707,2,19997,1,27798,1,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15781,3,390,25702,1,27707,2,19997,1,27798,1,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15783,3,390,25703,1,27707,1,27798,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15784,3,390,25704,1,27707,1,27798,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15785,3,390,25705,1,27707,1,27798,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15787,3,390,25706,1,27707,1,27798,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15786,3,390,25707,1,27707,1,27798,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,5,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10482,1,395,25788,1,27708,2,27709,1,5059,1,19906,1,0,0,0,0,0,0,0,0,8,6,11,6,1,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10489,1,400,25789,1,27708,3,27709,1,5066,1,19906,1,0,0,0,0,0,0,0,0,8,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10483,1,395,25790,1,27708,3,27709,1,12581,1,5059,1,19906,1,0,0,0,0,0,0,8,6,11,6,1,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
17582,0,395,25791,1,27690,2,27708,1,27739,1,5059,1,19906,1,0,0,0,0,0,0,10,6,9,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
17583,0,395,25792,1,27690,3,27708,1,5066,1,5338,1,0,0,0,0,0,0,0,0,10,6,9,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10486,1,395,25793,1,27708,3,27709,1,5066,1,19906,1,0,0,0,0,0,0,0,0,8,6,11,6,1,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10484,1,395,25794,1,27708,3,27709,1,12581,1,5059,1,19906,1,0,0,0,0,0,0,8,6,11,6,1,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10490,1,400,25795,1,27708,2,27709,1,5059,1,27955,1,0,0,0,0,0,0,0,0,8,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
17586,0,400,25796,1,27690,2,27765,1,27707,1,12522,1,0,0,0,0,0,0,0,0,10,6,9,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
17585,0,400,25797,1,27690,2,27765,1,27707,1,12522,1,0,0,0,0,0,0,0,0,10,6,9,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
18717,6,395,25798,1,27766,1,27739,1,27708,2,5066,1,0,0,0,0,0,0,0,0,13,6,12,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
18718,6,395,25799,1,27766,1,27739,1,27708,2,5066,1,0,0,0,0,0,0,0,0,13,6,12,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15802,3,400,25800,1,27709,3,27766,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10485,1,395,25801,1,27708,3,27709,1,5059,1,27802,1,0,0,0,0,0,0,0,0,8,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15801,3,400,25802,1,27709,3,27708,1,5066,1,5059,1,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10488,1,400,25803,1,27708,2,27709,1,5059,2,0,0,0,0,0,0,0,0,0,0,8,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10491,1,400,25804,1,27708,2,27709,1,27739,1,19906,1,27802,1,0,0,0,0,0,0,8,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11620,2,400,25805,1,27708,2,27709,1,5059,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11608,2,395,25806,1,27708,2,27748,1,5360,2,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11621,2,400,25807,1,27708,2,27748,1,27739,1,5066,1,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11609,2,395,25808,1,27708,2,27739,1,5338,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12883,4,400,25809,1,27739,3,27748,1,5338,1,5066,1,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12885,4,400,25810,1,27739,2,27748,1,5338,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11611,2,395,25811,1,27708,2,27709,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14292,5,395,25812,1,27748,2,27749,1,27708,1,19986,1,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11622,2,400,25813,1,27708,2,27748,1,27739,1,5066,1,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11610,2,395,25814,1,27708,2,27748,1,5338,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12884,4,400,25815,1,27739,3,27748,1,5338,1,5066,1,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11618,2,395,25816,1,27708,2,27739,1,5059,1,5510,1,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11612,2,395,25817,1,27708,2,27709,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14293,5,395,25818,1,27748,2,27749,3,5360,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14299,5,400,25819,1,27748,2,27739,2,5338,1,5066,1,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12874,4,395,25820,1,27739,2,27748,1,5338,1,0,0,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14304,5,400,25821,1,27748,3,27739,1,5338,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12877,4,395,25822,1,27739,2,27709,1,5338,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11613,2,395,25823,1,27708,2,27709,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14295,5,395,25824,1,27748,2,27739,1,5360,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14301,5,400,25825,1,27748,2,27739,2,5338,1,5066,1,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12876,4,395,25826,1,27739,2,27749,3,5066,1,0,0,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14306,5,400,25827,1,27748,3,27739,1,5338,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12879,4,395,25828,1,27739,2,27749,1,5066,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11615,2,395,25829,1,27708,2,27709,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14294,5,395,25830,1,27748,2,27749,3,5360,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14300,5,400,25831,1,27748,2,27739,2,5338,1,5066,1,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12875,4,395,25832,1,27739,2,27748,1,5338,1,0,0,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14305,5,400,25833,1,27748,3,27739,1,5338,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12878,4,395,25834,1,27739,2,27709,1,5338,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11614,2,395,25835,1,27708,2,27709,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14297,5,395,25836,1,27748,2,27739,1,5338,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14303,5,400,25837,1,27748,3,27739,1,12545,1,5066,1,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12882,4,400,25838,1,27739,2,27748,1,5338,1,0,0,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14308,5,400,25839,1,27748,3,27739,1,5338,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12887,4,400,25840,1,27739,2,27749,3,5510,1,0,0,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11617,2,395,25841,1,27708,2,27709,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14296,5,395,25842,1,27748,2,27739,1,5338,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14302,5,400,25843,1,27748,3,27739,1,12544,1,5066,1,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12881,4,400,25844,1,27739,2,27748,1,5338,1,0,0,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
14307,5,400,25845,1,27748,3,27739,1,5338,1,0,0,0,0,0,0,0,0,0,0,12,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
12886,4,400,25846,1,27739,2,27749,3,5510,1,0,0,0,0,0,0,0,0,0,0,11,6,10,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
11616,2,395,25847,1,27708,2,27709,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,6,11,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15790,3,395,25848,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15791,3,395,25849,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15792,3,395,25850,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15794,3,395,25851,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15793,3,395,25852,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15803,3,400,25853,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15804,3,400,25854,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15805,3,400,25855,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15807,3,400,25856,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15806,3,400,25857,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15808,3,400,25858,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15809,3,400,25859,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15810,3,400,25860,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15812,3,400,25861,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15811,3,400,25862,1,27709,2,27721,1,5066,1,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15795,3,395,25863,1,27709,1,27721,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15796,3,395,25864,1,27709,1,27721,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15797,3,395,25865,1,27709,1,27721,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15799,3,395,25866,1,27709,1,27721,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15798,3,395,25867,1,27709,1,27721,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10493,1,403,25948,1,27711,2,27710,1,12544,1,5068,1,0,0,0,0,0,0,0,0,8,7,11,6,1,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15815,3,403,25949,1,27710,2,27711,2,12544,1,5068,1,0,0,0,0,0,0,0,0,10,7,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
10494,1,403,25950,1,27711,3,27710,1,12544,1,5068,1,0,0,0,0,0,0,0,0,8,7,11,6,1,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
17588,0,403,25951,1,27691,2,27711,2,12544,1,5061,1,0,0,0,0,0,0,0,0,10,7,9,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
15818,3,403,25952,1,27710,3,27711,1,12544,1,5068,1,0,0,0,0,0,0,0,0,10,7,8,6,0,75,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,0,500
